날짜,SPX Index,SPXT Index,VOO US Equity,KBPMGO10 Index,148070 KS Equity
2011-07-13,1391490,2363590,127330.0684,222.4997,#N/A N/A
2011-07-14,1383930,2350800,126670.53,222.2387,#N/A N/A
2011-07-15,1393200,2366550,127512.933,222.6258,#N/A N/A
2011-07-18,1386240,2354820,126833.336,222.9851,#N/A N/A
2011-07-19,1405710,2387870,128605.7514,223.0097,#N/A N/A
2011-07-20,1398270,2375580,128010.9894,222.7466,#N/A N/A
2011-07-21,1416880,2407390,129688.74,222.8401,#N/A N/A
2011-07-22,1414390,2403220,129449.498,222.591,#N/A N/A
2011-07-25,1410320,2396320,129070.8,222.3786,#N/A N/A
2011-07-26,1398340,2375970,127955.718,221.8332,#N/A N/A
2011-07-27,1370110,2328110,125430.6108,221.8403,#N/A N/A
2011-07-28,1367760,2324340,125264.2096,222.4495,#N/A N/A
2011-07-29,1362690,2315720,124639.536,222.046,#N/A N/A
2011-08-01,1352430,2298300,123773.8242,221.6937,#N/A N/A
2011-08-02,1322500,2247440,121111.2248,222.0719,#N/A N/A
2011-08-03,1334450,2268540,122206.696,223.0272,#N/A N/A
2011-08-04,1282250,2179910,117554.1696,223.4815,#N/A N/A
2011-08-05,1273140,2164440,116531.47,225.1636,#N/A N/A
2011-08-08,1214160,2064480,111430.7766,224.589,#N/A N/A
2011-08-09,1278820,2174490,117070.371,224.4014,#N/A N/A
2011-08-10,1210840,2059780,110933.4184,226.519,#N/A N/A
2011-08-11,1264750,2151860,115598.989,226.6881,#N/A N/A
2011-08-12,1273290,2166420,116704.5367,226.9283,#N/A N/A
2011-08-15,1300910,2213570,119086.313,226.9993,#N/A N/A
2011-08-16,1277630,2174350,117098.118,226.7324,#N/A N/A
2011-08-17,1275730,2171730,116942.112,226.4663,#N/A N/A
2011-08-18,1228340,2091210,112964.712,226.6359,#N/A N/A
2011-08-19,1221420,2079430,111865.677,227.903,#N/A N/A
2011-08-22,1217690,2073090,111581.9194,227.753,#N/A N/A
2011-08-23,1251420,2130530,114704.1602,227.3373,#N/A N/A
2011-08-24,1276500,2173520,117069.84,228.0188,#N/A N/A
2011-08-25,1262480,2149700,115851.0114,228.1864,#N/A N/A
2011-08-26,1269590,2162130,116278.453,227.7703,#N/A N/A
2011-08-29,1300420,2214910,119200.178,227.565,#N/A N/A
2011-08-30,1303270,2220290,119397.3288,228.1544,#N/A N/A
2011-08-31,1297510,2210730,118883.36,228.0316,#N/A N/A
2011-09-01,1277560,2176940,117316.738,228.6594,#N/A N/A
2011-09-02,1250780,2131390,114789.4282,228.8303,#N/A N/A
2011-09-05,1250780,2131390,114789.4282,231.1872,#N/A N/A
2011-09-06,1256540,2141250,115383.45,231.2098,#N/A N/A
2011-09-07,1283220,2187250,117785.2116,230.3448,#N/A N/A
2011-09-08,1276180,2175310,117147.5118,231.2548,#N/A N/A
2011-09-09,1250200,2131050,114812.84,231.7975,#N/A N/A
2011-09-12,1253390,2136630,115129.7144,231.8648,#N/A N/A
2011-09-13,1293090,2205090,118673.1,231.8872,#N/A N/A
2011-09-14,1317350,2246470,120976.57,232.5844,#N/A N/A
2011-09-15,1345740,2295280,123587.52,231.4277,#N/A N/A
2011-09-16,1351960,2305940,124188.06,230.4458,#N/A N/A
2011-09-19,1372120,2340340,126102.603,228.6876,#N/A N/A
2011-09-20,1373810,2343290,126262.068,228.216,#N/A N/A
2011-09-21,1344200,2292870,123433.8512,227.5784,#N/A N/A
2011-09-22,1330230,2269050,122216.517,228.1475,#N/A N/A
2011-09-23,1326300,2262650,121002.8544,229.1662,#N/A N/A
2011-09-26,1376990,2349120,125746.11,227.9117,#N/A N/A
2011-09-27,1368520,2334700,125072.3286,228.4307,#N/A N/A
2011-09-28,1351120,2305580,123577.664,227.1862,#N/A N/A
2011-09-29,1364980,2329340,124734.852,226.7177,#N/A N/A
2011-09-30,1336260,2280360,122262.296,225.9249,#N/A N/A
2011-10-03,1298020,2215220,118486.489,225.9977,#N/A N/A
2011-10-04,1346070,2297520,122804.9802,228.6423,#N/A N/A
2011-10-05,1358770,2320370,124209.666,228.9992,#N/A N/A
2011-10-06,1379070,2355260,126190.948,228.5307,#N/A N/A
2011-10-07,1361710,2325680,124661.73,228.227,#N/A N/A
2011-10-10,1397300,2386460,127885.584,228.088,#N/A N/A
2011-10-11,1402100,2394700,128208.3096,228.0622,#N/A N/A
2011-10-12,1406330,2402280,128511.768,228.9083,#N/A N/A
2011-10-13,1393720,2380940,127554.264,229.427,#N/A N/A
2011-10-14,1416500,2419870,129530.6254,229.6156,#N/A N/A
2011-10-17,1379610,2356910,126235.638,228.5332,#N/A N/A
2011-10-18,1407960,2405350,128779.92,228.557,#N/A N/A
2011-10-19,1370430,2341610,125367.236,228.4159,#N/A N/A
2011-10-20,1390770,2376430,127223.274,228.2752,100045
2011-10-21,1421490,2428960,130089.0936,227.6977,99600
2011-10-24,1421320,2428700,130051.77,227.0595,99255
2011-10-25,1390220,2375570,127297.3702,226.9767,99450
2011-10-26,1407500,2405120,128759.865,227.4349,99595
2011-10-27,1423840,2433180,130281.336,227.2935,99440
2011-10-28,1417640,2422660,129796.629,227.482,99335
2011-10-31,1393630,2381630,127476.2408,228.3721,99830
2011-11-01,1366350,2335010,125163.864,228.7241,100185
2011-11-02,1388040,2372290,127108.3008,228.9121,100255
2011-11-03,1409210,2408970,129015.004,229.321,100370
2011-11-04,1399040,2391600,128152.5146,228.962,100215
2011-11-07,1409730,2410060,129065.8064,229.0901,100305
2011-11-08,1427310,2441580,130703.066,229.771,100555
2011-11-09,1376830,2355470,126156.924,230.0673,100660
2011-11-10,1402780,2400190,128590.4784,230.4206,100845
2011-11-11,1425120,2438410,130648.2464,229.8396,100520
2011-11-14,1409570,2412100,129202.977,229.0371,100205
2011-11-15,1418810,2428360,130103.52,229.7181,100405
2011-11-16,1401670,2399710,128595.536,230.18,100805
2011-11-17,1382860,2367560,126968.586,229.7132,100580
2011-11-18,1384810,2371050,127015.225,229.9009,100745
2011-11-21,1365630,2338330,125346.84,230.2986,100680
2011-11-22,1361110,2330780,124787.4656,230.4864,100825
2011-11-23,1346310,2305520,123553.3884,230.9442,100925
2011-11-24,1346310,2305520,123553.3884,230.8621,101040
2011-11-25,1347530,2307970,123626.9,230.226,100655
2011-11-28,1376410,2357760,126359.6264,230.1329,100580
2011-11-29,1363420,2336320,125254.35,229.9924,100610
2011-11-30,1422820,2438470,130419.729,230.7379,100855
2011-12-01,1403400,2405270,128795.6142,230.3703,100745
2011-12-02,1405310,2408650,128934.5872,230.7213,100825
2011-12-05,1415160,2425630,129911.55,230.7928,100325
2011-12-06,1421030,2435730,130419.135,230.716,100295
2011-12-07,1421720,2437630,130648.906,230.6777,100305
2011-12-08,1398770,2398320,128482.216,230.7015,100140
2011-12-09,1432490,2456140,131586.125,230.7252,100290
2011-12-12,1419530,2434040,130464.402,230.4646,100250
2011-12-13,1420320,2435870,130428.9,230.8229,100370
2011-12-14,1404220,2408520,128971.101,230.9113,100425
2011-12-15,1407560,2414460,129346.0644,231.0399,100460
2011-12-16,1414090,2425720,129623.156,230.897,100400
2011-12-19,1419040,2434230,130277.8048,229.5305,99810
2011-12-20,1436860,2465180,131913.2584,230.4858,100120
2011-12-21,1428970,2451700,131324.985,230.3441,100180
2011-12-22,1446930,2483130,133131.213,230.2019,100170
2011-12-23,1454300,2495790,132863.704,230.0584,100170
2011-12-26,1454300,2495790,132863.704,230.1295,100175
2011-12-27,1463030,2510820,133789.678,230.1531,100130
2011-12-28,1445640,2481550,132227.955,230.3435,100280
2011-12-29,1460590,2507280,133382.6362,231.368,100725
2011-12-30,1457360,2501870,133150.716,231.3913,100725
2012-01-02,1457360,2501870,133150.716,231.4615,100630
2012-01-03,1465300,2515560,133786.84,231.3176,100605
2012-01-04,1467340,2519600,134177.504,231.3385,100540
2012-01-05,1479620,2540690,135342.9,231.5292,100695
2012-01-06,1483200,2547800,135736.9356,231.4846,100780
2012-01-09,1486170,2552950,135909.5616,231.5549,100710
2012-01-10,1491490,2562130,136349.4596,231.5789,100655
2012-01-11,1499230,2575690,137154.8528,231.603,100700
2012-01-12,1493980,2566720,136654.2,231.5274,100735
2012-01-13,1483580,2548870,135802.66,231.6488,100775
2012-01-16,1483580,2548870,135802.66,231.7207,100795
2012-01-17,1480800,2544090,135434.988,231.5777,100750
2012-01-18,1489030,2558650,136194.5868,231.7684,100795
2012-01-19,1491910,2563650,136512.9888,231.7923,100815
2012-01-20,1491510,2563030,136385.492,231.4817,100620
2012-01-23,1485110,2552070,135871.4,231.5525,100620
2012-01-24,1485900,2553510,135879.8572,231.5762,100620
2012-01-25,1493170,2566030,136564.9184,231.4358,100715
2012-01-26,1478500,2540940,135309.3306,231.4595,100750
2012-01-27,1476330,2537340,135146.775,231.8162,100750
2012-01-30,1482050,2547250,135561.674,232.3876,100985
2012-01-31,1476750,2538150,135071.4088,232.4111,101120
2012-02-01,1487810,2557700,136163.907,232.6758,101155
2012-02-02,1481740,2547470,135728.1328,232.4565,101100
2012-02-03,1500130,2579400,137352.8188,232.4799,101150
2012-02-06,1507310,2591780,137866.4408,232.3839,100990
2012-02-07,1505950,2589500,137889.1864,231.9838,100930
2012-02-08,1507240,2592660,138000.636,231.768,100680
2012-02-09,1514450,2605090,138613.548,231.7917,100720
2012-02-10,1509800,2597150,138201.05,231.9813,100800
2012-02-13,1514470,2605740,138745.3824,231.5585,100740
2012-02-14,1519920,2615550,139182.1506,231.9108,100815
2012-02-15,1508860,2597410,138301.9272,231.7695,100810
2012-02-16,1534830,2642500,140662.2028,232.1244,100990
2012-02-17,1533110,2639610,140513.4452,231.8171,100815
2012-02-20,1533110,2639610,140513.4452,231.5584,100685
2012-02-21,1531020,2636080,140311.4212,231.5823,100805
2012-02-22,1530690,2635610,140277.329,231.6062,100755
2012-02-23,1539460,2651200,141157.5816,231.9612,100815
2012-02-24,1536900,2647140,140890.064,231.985,100895
2012-02-27,1541520,2655340,141370.9156,232.2226,100950
2012-02-28,1544590,2661070,141674.309,232.6561,101140
2012-02-29,1525810,2629150,139857.355,232.2707,101085
2012-03-01,1534540,2644370,140713.02,232.2946,101085
2012-03-02,1528010,2633220,140191.3224,231.822,100890
2012-03-05,1526080,2630020,139952.976,231.4006,100680
2012-03-06,1510930,2604010,138522.9784,231.4248,100640
2012-03-07,1520430,2621180,139540.8084,231.1229,100635
2012-03-08,1526280,2631510,140056.1694,231.6398,100635
2012-03-09,1531200,2640000,140535.9072,231.7502,100795
2012-03-12,1542120,2659000,141582.2712,231.9869,100950
2012-03-13,1568890,2706090,144015.2646,232.011,100940
2012-03-14,1574710,2716210,144609.6564,231.5424,100690
2012-03-15,1578710,2723150,144859.572,230.5855,100515
2012-03-16,1581170,2727390,145125.324,230.2841,100210
2012-03-19,1580350,2726020,145082.4084,229.7065,100125
2012-03-20,1584380,2733000,145484.1756,229.5693,100030
2012-03-21,1585100,2734330,145596.3368,228.9465,99830
2012-03-22,1576770,2720110,144750.306,228.8098,99735
2012-03-23,1586370,2736660,145748.9292,228.9943,99655
2012-03-26,1606570,2771500,146897.6984,229.5547,99925
2012-03-27,1603670,2766810,146639.2228,229.4179,100015
2012-03-28,1597720,2757200,146115.2742,230.0907,100125
2012-03-29,1598020,2757780,146128.2496,230.2779,100015
2012-03-30,1594920,2752440,145782.6012,230.7904,100510
2012-04-02,1599400,2760360,146275.038,230.3769,100205
2012-04-03,1587640,2740700,145218.9312,230.8892,100465
2012-04-04,1581440,2730070,144605.8848,230.8325,100370
2012-04-05,1579630,2727910,144485.218,230.6965,100450
2012-04-06,1579630,2727910,144485.218,231.047,100590
2012-04-09,1572600,2715840,143879.865,231.7716,100680
2012-04-10,1549380,2675760,141709.8318,231.876,100935
2012-04-11,1565580,2704140,143300.2752,231.9005,100935
2012-04-12,1580340,2729660,144644.11,231.9272,100965
2012-04-13,1554570,2685200,142358.3148,232.1146,100930
2012-04-16,1558720,2692370,142650.7074,232.5137,101255
2012-04-17,1579080,2727540,144489.7314,232.8646,101360
2012-04-18,1577620,2725040,144442.9072,232.7251,101180
2012-04-19,1567770,2708160,143464.86,232.7495,101230
2012-04-20,1568580,2709610,143597.932,233.2648,101380
2012-04-23,1560940,2696470,142877.0304,233.1736,101255
2012-04-24,1563100,2700210,143074.5498,233.0343,101240
2012-04-25,1585390,2739090,145167.6,232.8953,101105
2012-04-26,1587510,2742900,145395.069,232.9196,101220
2012-04-27,1588420,2744540,145422.6576,233.5979,101460
2012-04-30,1580190,2730370,144599.4888,233.9959,101605
2012-05-01,1589410,2746320,145574.7684,234.0198,101605
2012-05-02,1583620,2736620,144956.948,233.8808,101560
2012-05-03,1573800,2720130,144105.649,234.2346,101685
2012-05-04,1551890,2682330,142074.1434,234.4227,101795
2012-05-07,1558930,2694530,142782.08,235.1512,102140
2012-05-08,1552760,2684240,142213.638,234.8466,102075
2012-05-09,1549240,2678920,142048.782,234.8705,102160
2012-05-10,1551660,2683910,142163.5362,234.7284,101895
2012-05-11,1551800,2684450,142201.332,235.4087,102205
2012-05-14,1541110,2666240,141289.05,235.3161,102255
2012-05-15,1538060,2661440,141038.0372,235.504,102390
2012-05-16,1544850,2674110,141681.15,235.692,102275
2012-05-17,1520100,2631540,139397.917,235.5521,102410
2012-05-18,1514770,2622330,138844.2272,236.0685,102400
2012-05-21,1537090,2661010,141002.1672,235.7243,102305
2012-05-22,1535620,2658530,141102.6034,235.7483,102370
2012-05-23,1557470,2696470,142867.7016,235.8608,102405
2012-05-24,1556700,2695560,142859.652,235.9585,102545
2012-05-25,1560590,2702300,143195.8824,235.9823,102525
2012-05-28,1560590,2702300,143195.8824,236.0538,102525
2012-05-29,1567260,2714280,143855.375,235.9136,102510
2012-05-30,1548650,2682880,142139.5626,236.1035,102600
2012-05-31,1546820,2679980,141940.9152,236.9473,102855
2012-06-01,1510670,2617480,138650.946,237.7957,103175
2012-06-04,1507850,2612660,138330.4494,238.8546,103495
2012-06-05,1515680,2626300,139058.3364,238.0516,103345
2012-06-06,1544730,2677360,141842.2808,238.075,103345
2012-06-07,1532480,2656270,140710.396,237.7684,103100
2012-06-08,1556150,2697340,142906.9338,238.9499,103635
2012-06-11,1532600,2656660,140810.0288,237.5065,103170
2012-06-12,1547700,2682860,142196.208,238.1253,103115
2012-06-13,1534970,2661780,141089.5468,237.889,103165
2012-06-14,1548720,2685680,142392.328,237.912,103445
2012-06-15,1564540,2713120,143633.528,238.1031,103420
2012-06-18,1563500,2711380,143633.781,237.5014,103180
2012-06-19,1566690,2716950,143980.512,238.0273,103355
2012-06-20,1561920,2708800,143554.152,237.7127,103010
2012-06-21,1530110,2654040,140669.091,237.736,103085
2012-06-22,1546230,2682010,142158.6954,238.0246,103500
2012-06-25,1527300,2649500,139695.6128,238.3346,103460
2012-06-26,1528670,2651860,139827.7866,238.1893,103450
2012-06-27,1540100,2672320,140867.7752,238.5584,103565
2012-06-28,1537640,2668180,140615.703,239.0952,103700
2012-06-29,1556120,2700370,142296.0984,238.4333,103520
2012-07-02,1562990,2712460,142963.038,238.6717,103535
2012-07-03,1559670,2707330,142707.2864,239.1276,103600
2012-07-04,1559670,2707330,142707.2864,239.4889,103805
2012-07-05,1552120,2694250,142071.7892,239.681,104070
2012-07-06,1546150,2684820,141548.9868,240.0427,104070
2012-07-09,1545910,2684450,141576.9344,240.2808,104145
2012-07-10,1531130,2658800,140070.1536,240.134,104255
2012-07-11,1530600,2658200,140046.34,240.6655,104210
2012-07-12,1539700,2674010,140847.234,244.45,105920
2012-07-13,1558780,2707220,142667.9184,244.8161,105860
2012-07-16,1552050,2695520,142060.023,245.4087,106185
2012-07-17,1560900,2710900,142826.9314,246.0495,106395
2012-07-18,1566960,2721830,143457.436,246.8441,106800
2012-07-19,1566820,2721860,143419.5,246.3395,106760
2012-07-20,1556580,2704140,142605.9804,246.8879,106625
2012-07-23,1553800,2699370,142204.272,248.5338,107315
2012-07-24,1537780,2671540,140895.2848,248.3776,107165
2012-07-25,1538760,2673300,140938.1556,249.3867,107895
2012-07-26,1558470,2707610,142711.6314,248.947,107805
2012-07-27,1577800,2741370,144509.7654,247.2075,107195
2012-07-30,1574840,2736310,144239.7216,247.4455,107025
2012-07-31,1558540,2708010,142438.9758,247.2927,107015
2012-08-01,1549970,2693560,141929.4688,247.3136,106885
2012-08-02,1545450,2685930,141570.288,248.0376,107045
2012-08-03,1578560,2743810,144670.678,249.2183,107740
2012-08-06,1573320,2734750,144238.479,249.2799,107805
2012-08-07,1580450,2747210,144810.804,249.4767,107840
2012-08-08,1583300,2753020,145139.6556,249.6734,107715
2012-08-09,1580180,2748800,144951.586,248.8128,107655
2012-08-10,1589530,2765140,145716.8832,249.3444,107780
2012-08-13,1586180,2759840,145478.9026,248.9678,107650
2012-08-14,1586790,2761380,145621.41,248.2164,107330
2012-08-15,1590110,2768160,145918.9434,248.2371,107330
2012-08-16,1604360,2793150,147184.6226,246.5163,106570
2012-08-17,1609540,2802190,147725.092,246.8846,106800
2012-08-20,1610110,2803220,147734.3444,246.4287,106745
2012-08-21,1598080,2782350,146693.862,247.3166,107060
2012-08-22,1603470,2791890,147177.056,247.3377,107060
2012-08-23,1586560,2762490,145655.6904,248.0569,107175
2012-08-24,1601040,2788120,146950.8016,248.9553,107545
2012-08-27,1601080,2788230,147027.2184,249.1935,107710
2012-08-28,1600720,2787770,146976.402,249.2968,107735
2012-08-29,1600950,2788830,147009.0856,249.7631,107980
2012-08-30,1587690,2766090,145826.0592,249.9358,108005
2012-08-31,1594110,2777340,146448.9026,250.2424,108090
2012-09-03,1594110,2777340,146448.9026,250.7247,108320
2012-09-04,1592550,2774680,146090.6352,250.3906,108260
2012-09-05,1594830,2779370,146456.6544,251.1166,108450
2012-09-06,1622700,2828300,149068.0048,250.7833,108320
2012-09-07,1624160,2831000,149209.592,249.7469,107860
2012-09-10,1613260,2812160,148244.5216,249.9845,108175
2012-09-11,1616960,2818640,148525.8224,250.5325,108255
2012-09-12,1619090,2823100,148884.626,250.3769,108130
2012-09-13,1647520,2873070,151437.99,249.5189,107885
2012-09-14,1636480,2853820,150454.1496,249.3659,107520
2012-09-17,1631560,2845390,150026.376,248.7065,107470
2012-09-18,1632630,2847300,150159.9672,249.4927,107675
2012-09-19,1629700,2842240,149824.5576,249.0174,107575
2012-09-20,1638600,2858190,150702.059,250.2681,107950
2012-09-21,1634240,2850590,150223.0506,249.9369,108005
2012-09-24,1632730,2847960,149456.552,250.1744,108105
2012-09-25,1612740,2813390,147671.04,250.1951,108215
2012-09-26,1605510,2801380,146917.5624,250.5679,108150
2012-09-27,1615650,2819240,147859.9892,250.4126,108140
2012-09-28,1602850,2796920,146681.2288,250.9609,108515
2012-10-01,1608370,2806680,147064.476,251.022,108515
2012-10-02,1609150,2808240,147208.0252,251.7473,108820
2012-10-03,1615660,2820240,147871.472,251.7675,108820
2012-10-04,1626320,2838860,148921.587,252.1408,109000
2012-10-05,1621780,2831900,148509.178,252.16,108985
2012-10-08,1618920,2826910,148317.2262,252.0439,108915
2012-10-09,1601990,2797420,146787.108,252.064,108915
2012-10-10,1596420,2787900,146184.3684,252.9671,109330
2012-10-11,1594880,2785690,146104.1934,252.8094,109205
2012-10-12,1587710,2773200,145368.504,252.2999,109040
2012-10-15,1599190,2793270,146468.355,252.6019,109140
2012-10-16,1610520,2813070,147490.018,252.2706,109060
2012-10-17,1614330,2820070,147917.9772,251.9377,108800
2012-10-18,1610190,2812970,147523.5776,251.2548,108535
2012-10-19,1583780,2766870,145029.3868,251.451,108475
2012-10-22,1582650,2764970,144951.016,250.9861,108530
2012-10-23,1560170,2725710,142866.658,251.4351,108310
2012-10-24,1555050,2716770,142529.112,251.5542,108645
2012-10-25,1550950,2709660,142123.722,251.6864,108745
2012-10-26,1549070,2706380,141945.3856,252.2342,108930
2012-10-29,1549070,2706380,141945.3856,252.1193,108980
2012-10-30,1549070,2706380,141945.3856,252.1397,108980
2012-10-31,1538940,2689040,140864.9628,252.5115,109000
2012-11-01,1557340,2721410,142666.5942,252.5949,109150
2012-11-02,1544280,2698610,141520.608,252.4399,108890
2012-11-05,1547530,2704620,141840.408,252.1147,108835
2012-11-06,1557630,2722340,142700.2128,252.1711,108935
2012-11-07,1516050,2652060,139153.92,252.3666,108885
2012-11-08,1501140,2625990,137635.425,252.8498,109195
2012-11-09,1501030,2625910,137543.9608,252.4069,109120
2012-11-12,1503230,2629760,137923.3674,252.3699,108905
2012-11-13,1497330,2620280,137431.1344,252.8385,109135
2012-11-14,1472590,2577940,135385.9218,252.6837,109135
2012-11-15,1473860,2580330,135195.9084,252.7809,109275
2012-11-16,1483630,2597690,136134.98,252.9762,109175
2012-11-19,1506630,2638140,138312.8088,252.6875,109060
2012-11-20,1502710,2631490,138012.4134,252.5338,108970
2012-11-21,1505340,2636160,138237.6732,252.5542,109060
2012-11-22,1505340,2636160,138237.6732,252.2248,109005
2012-11-23,1529750,2679280,140430.6288,251.8962,108765
2012-11-26,1526990,2674530,140289.236,252.1326,108840
2012-11-27,1520620,2663620,139763.8884,251.8445,108645
2012-11-28,1530750,2682160,140640.2826,252.1739,108870
2012-11-29,1534470,2689110,141011.044,252.1944,108775
2012-11-30,1533550,2687510,140774.4,251.9669,108870
2012-12-03,1526800,2675700,140324.205,251.9687,108800
2012-12-04,1525440,2673380,140179.302,251.8896,108760
2012-12-05,1525620,2674540,140276.829,251.2777,104100
2012-12-06,1532540,2687370,140882.7224,251.4717,104140
2012-12-07,1534410,2690860,141076.3752,251.5318,104390
2012-12-10,1528700,2680960,140590.219,251.2098,104120
2012-12-11,1535340,2692610,141185.577,251.0548,104120
2012-12-12,1532330,2687930,140952.78,251.0758,104055
2012-12-13,1524400,2674710,140256.564,250.3947,103840
2012-12-14,1518820,2665020,139871.901,250.2407,103680
2012-12-17,1533830,2691400,141270.0716,250.1294,103720
2012-12-18,1552410,2724050,142794.84,249.4923,103460
2012-12-19,1539350,2701220,141625.731,249.5137,103460
2012-12-20,1551390,2722940,142835.832,249.4917,103440
2012-12-21,1537910,2699470,141602.088,249.7315,103550
2012-12-24,1531800,2689090,139967.532,249.2725,103560
2012-12-25,1531800,2689090,139967.532,249.2941,103560
2012-12-26,1524130,2675640,139270.7004,248.8526,103125
2012-12-27,1521080,2670790,139033.0044,249.3959,103370
2012-12-28,1496740,2628330,136800.105,250.2896,103895
2012-12-31,1517110,2664100,138691.725,250.3535,103895
2013-01-01,1517110,2664100,138691.725,250.3749,103895
2013-01-02,1553790,2729030,141947.328,249.8734,103555
2013-01-03,1551370,2724770,141894.5792,250.942,104175
2013-01-04,1558590,2737460,142460.3928,250.9632,104180
2013-01-07,1554310,2729960,142131.2496,251.5515,104315
2013-01-08,1550470,2724120,141815.2512,252.4497,104650
2013-01-09,1549860,2723120,141809.0808,252.5297,104695
2013-01-10,1558610,2738480,142571.275,253.0783,104900
2013-01-11,1554970,2732400,142308.7776,252.5711,104770
2013-01-14,1554350,2731290,142257.394,252.809,104740
2013-01-15,1557660,2737130,142463.547,253.2981,104935
2013-01-16,1558560,2739030,142517.411,253.2021,104980
2013-01-17,1565950,2752030,143267.126,253.7507,105205
2013-01-18,1572550,2763690,143796.3688,253.2433,105010
2013-01-21,1572550,2763690,143796.3688,253.3053,105080
2013-01-22,1587130,2789430,145191.1744,253.3985,105080
2013-01-23,1594900,2803150,145896.1104,253.5954,104950
2013-01-24,1598350,2809300,146296.1532,253.7923,105145
2013-01-25,1623990,2854370,148659.3174,253.9188,105210
2013-01-28,1638380,2879730,150079.1304,253.2762,105220
2013-01-29,1633440,2871210,149473.734,253.0159,104745
2013-01-30,1632510,2870310,149386.2848,252.0915,104450
2013-01-31,1630030,2866120,149194.7872,252.3572,104670
2013-02-01,1655120,2910300,151427.0564,251.9113,104365
2013-02-04,1630760,2867520,149282.5068,252.0923,104150
2013-02-05,1641900,2887440,150273.6144,252.6369,104725
2013-02-06,1649310,2900850,151000.6612,253.0645,104715
2013-02-07,1647050,2898050,150869.312,253.0854,104975
2013-02-08,1659250,2919510,151962.762,253.2812,104840
2013-02-11,1661100,2922910,152158.4208,253.3437,104840
2013-02-12,1651610,2906360,151287.2682,253.5395,105115
2013-02-13,1652140,2908660,151377.31,252.9187,104750
2013-02-14,1649510,2904380,151248.69,252.7656,104760
2013-02-15,1642890,2892980,150604.92,253.0175,104825
2013-02-18,1642890,2892980,150604.92,253.429,104915
2013-02-19,1650830,2907400,151265.3268,254.0915,105055
2013-02-20,1633620,2877230,149688.3138,253.7615,105045
2013-02-21,1635650,2881460,150107.1984,254.3085,108555
2013-02-22,1644380,2897260,150897.6276,254.1536,105250
2013-02-25,1617660,2850180,148366.135,254.2832,105435
2013-02-26,1631340,2874720,149713.9764,255.0594,105610
2013-02-27,1644710,2899000,150910.981,255.7846,105975
2013-02-28,1646410,2902120,151023.6118,255.5753,105940
2013-03-01,1649550,2907720,151352.236,255.5957,105940
2013-03-04,1666130,2936960,153023.392,255.6567,105900
2013-03-05,1674640,2952070,153653.3024,255.853,105970
2013-03-06,1672640,2949380,153585.054,255.5215,105920
2013-03-07,1679060,2960980,154177.722,255.0154,105595
2013-03-08,1697270,2993320,155767.4648,255.036,105560
2013-03-11,1707130,3010970,156735.0736,254.9227,105520
2013-03-12,1701700,3001560,156262.8672,255.8195,105870
2013-03-13,1708340,3014280,156886.102,255.6644,105880
2013-03-14,1731870,3055870,159002.9376,255.8602,105810
2013-03-15,1734370,3060270,159268.6496,256.2316,106105
2013-03-18,1728480,3049900,158738.2456,256.8196,106345
2013-03-19,1725860,3045320,158503.23,257.0157,106400
2013-03-20,1739120,3068750,159751.6532,256.6815,106250
2013-03-21,1724660,3043310,158453.1342,256.7016,106330
2013-03-22,1741410,3072850,159254.8776,257.0758,106400
2013-03-25,1726050,3045760,157934.2926,256.9591,106445
2013-03-26,1732420,3058020,158466.864,257.0371,106415
2013-03-27,1737580,3067290,158942.928,257.353,106520
2013-03-28,1747210,3084310,159535.116,259.9187,107290
2013-03-29,1747210,3084310,159535.116,258.6886,107195
2013-04-01,1739960,3071700,159141.1728,258.5115,106995
2013-04-02,1760120,3107310,160941.6936,258.7623,107060
2013-04-03,1737040,3067130,158913.9414,259.018,107165
2013-04-04,1758740,3105640,160881.407,258.8597,107265
2013-04-05,1766270,3118960,161630.2368,259.4128,107400
2013-04-08,1787640,3157730,163567.6834,259.2933,107375
2013-04-09,1783070,3149670,163164.7888,258.9514,107265
2013-04-10,1802630,3184440,164966.355,259.1485,107250
2013-04-11,1799630,3179420,164651.221,256.9966,106295
2013-04-12,1794840,3171040,164318.889,256.1409,105945
2013-04-15,1739120,3072600,159240.8634,256.3647,106115
2013-04-16,1752260,3095790,160406.199,257.6121,106660
2013-04-17,1742320,3078240,159434.4924,257.6322,106805
2013-04-18,1729930,3056450,158067.4576,258.4247,106950
2013-04-19,1741120,3076350,159373.4436,258.2672,106955
2013-04-22,1749610,3091410,160124.25,258.1497,106955
2013-04-23,1767870,3123670,161829.1604,258.587,107030
2013-04-24,1764950,3118890,161605.0696,258.6702,107030
2013-04-25,1762100,3113960,161407.224,259.2742,107310
2013-04-26,1758440,3107630,161013.8368,259.688,107595
2013-04-29,1760350,3111070,161077.1466,259.8732,107640
2013-04-30,1760540,3111440,161202.0228,260.4273,107740
2013-05-01,1741490,3077930,159503.8368,260.4466,107740
2013-05-02,1761090,3112810,161228.2484,261.1803,108165
2013-05-03,1771630,3131790,162017.1832,261.0206,108140
2013-05-06,1770900,3130520,162145.804,259.8323,107590
2013-05-07,1772870,3134170,162309.501,260.1938,107750
2013-05-08,1769930,3130340,162218.7384,259.7452,107415
2013-05-09,1775380,3141430,162839.864,259.4618,107460
2013-05-10,1806950,3197340,165597.806,258.9515,107200
