날짜,SPX Index,SPXT Index,VOO US Equity,KBPMGO10 Index,148070 KS Equity
2008-06-11,1375480,2181270,#N/A N/A,168.7236,#N/A N/A
2008-06-12,1384820,2196230,#N/A N/A,168.9736,#N/A N/A
2008-06-13,1416470,2246470,#N/A N/A,169.2171,#N/A N/A
2008-06-16,1414550,2243430,#N/A N/A,169.6267,#N/A N/A
2008-06-17,1380510,2189470,#N/A N/A,170.0888,#N/A N/A
2008-06-18,1378480,2186280,#N/A N/A,169.8968,#N/A N/A
2008-06-19,1377810,2185800,#N/A N/A,170.2512,#N/A N/A
2008-06-20,1357790,2154060,#N/A N/A,169.7318,#N/A N/A
2008-06-23,1367160,2168930,#N/A N/A,168.1883,#N/A N/A
2008-06-24,1357200,2153150,#N/A N/A,168.5385,#N/A N/A
2008-06-25,1372140,2176960,#N/A N/A,168.8882,#N/A N/A
2008-06-26,1337040,2121930,#N/A N/A,169.6735,#N/A N/A
2008-06-27,1330630,2111830,#N/A N/A,169.3748,#N/A N/A
2008-06-30,1340350,2127250,#N/A N/A,168.1628,#N/A N/A
2008-07-01,1349580,2142310,#N/A N/A,168.512,#N/A N/A
2008-07-02,1310400,2080250,#N/A N/A,167.3618,#N/A N/A
2008-07-03,1319920,2095390,#N/A N/A,166.5402,#N/A N/A
2008-07-04,1319920,2095390,#N/A N/A,166.7393,#N/A N/A
2008-07-07,1300680,2064890,#N/A N/A,166.9267,#N/A N/A
2008-07-08,1308900,2078720,#N/A N/A,167.2695,#N/A N/A
2008-07-09,1244690,1976970,#N/A N/A,168.0361,#N/A N/A
2008-07-10,1251760,1988190,#N/A N/A,167.9546,#N/A N/A
2008-07-11,1239990,1969650,#N/A N/A,167.5316,#N/A N/A
2008-07-14,1233090,1958690,#N/A N/A,167.6131,#N/A N/A
2008-07-15,1225540,1946730,#N/A N/A,167.9536,#N/A N/A
2008-07-16,1255200,1994100,#N/A N/A,168.499,#N/A N/A
2008-07-17,1273560,2023330,#N/A N/A,169.337,#N/A N/A
2008-07-18,1277700,2029920,#N/A N/A,169.2016,#N/A N/A
2008-07-21,1282050,2036890,#N/A N/A,167.9431,#N/A N/A
2008-07-22,1296030,2059140,#N/A N/A,169.57,#N/A N/A
2008-07-23,1294690,2057010,#N/A N/A,169.8978,#N/A N/A
2008-07-24,1261500,2004320,#N/A N/A,170.0788,#N/A N/A
2008-07-25,1270970,2019390,#N/A N/A,170.4275,#N/A N/A
2008-07-28,1241770,1973000,#N/A N/A,169.5465,#N/A N/A
2008-07-29,1276020,2027590,#N/A N/A,169.9358,#N/A N/A
2008-07-30,1301600,2068360,#N/A N/A,170.3876,#N/A N/A
2008-07-31,1282460,2038370,#N/A N/A,169.9738,#N/A N/A
2008-08-01,1279220,2033210,#N/A N/A,170.9699,#N/A N/A
2008-08-04,1270620,2019580,#N/A N/A,170.2972,#N/A N/A
2008-08-05,1308170,2079470,#N/A N/A,170.7963,#N/A N/A
2008-08-06,1309620,2082730,#N/A N/A,171.5681,#N/A N/A
2008-08-07,1288860,2049900,#N/A N/A,172.097,#N/A N/A
2008-08-08,1332680,2119610,#N/A N/A,171.9067,#N/A N/A
2008-08-11,1346830,2142630,#N/A N/A,171.8788,#N/A N/A
2008-08-12,1334340,2122850,#N/A N/A,171.3601,#N/A N/A
2008-08-13,1336300,2126670,#N/A N/A,171.1687,#N/A N/A
2008-08-14,1344260,2139410,#N/A N/A,169.8826,#N/A N/A
2008-08-15,1349740,2148390,#N/A N/A,169.9101,#N/A N/A
2008-08-18,1337830,2129570,#N/A N/A,169.3961,#N/A N/A
2008-08-19,1331290,2119360,#N/A N/A,170.2738,#N/A N/A
2008-08-20,1334960,2125330,#N/A N/A,170.7291,#N/A N/A
2008-08-21,1346400,2143690,#N/A N/A,170.7564,#N/A N/A
2008-08-22,1372890,2186140,#N/A N/A,169.8286,#N/A N/A
2008-08-25,1363120,2170580,#N/A N/A,169.2752,#N/A N/A
2008-08-26,1385250,2205840,#N/A N/A,169.6206,#N/A N/A
2008-08-27,1389000,2212190,#N/A N/A,169.9666,#N/A N/A
2008-08-28,1407980,2242790,#N/A N/A,170.5261,#N/A N/A
2008-08-29,1397260,2225820,#N/A N/A,170.4471,#N/A N/A
2008-09-01,1397260,2225820,#N/A N/A,169.4742,#N/A N/A
2008-09-02,1442900,2298600,#N/A N/A,168.6225,#N/A N/A
2008-09-03,1454980,2319020,#N/A N/A,169.5974,#N/A N/A
2008-09-04,1398230,2228630,#N/A N/A,170.4686,#N/A N/A
2008-09-05,1398290,2228790,#N/A N/A,170.7035,#N/A N/A
2008-09-08,1370610,2185040,#N/A N/A,171.2483,#N/A N/A
2008-09-09,1339670,2135740,#N/A N/A,171.2758,#N/A N/A
2008-09-10,1344440,2143450,#N/A N/A,171.3117,#N/A N/A
2008-09-11,1387320,2212520,#N/A N/A,171.7418,#N/A N/A
2008-09-12,1385010,2208860,#N/A N/A,172.0184,#N/A N/A
2008-09-15,1320020,2105230,#N/A N/A,172.0991,#N/A N/A
2008-09-16,1407150,2244200,#N/A N/A,173.6644,#N/A N/A
2008-09-17,1290820,2058710,#N/A N/A,172.5234,#N/A N/A
2008-09-18,1373960,2191980,#N/A N/A,169.5153,#N/A N/A
2008-09-19,1404370,2240500,#N/A N/A,170.5826,#N/A N/A
2008-09-22,1365040,2177850,#N/A N/A,170.0865,#N/A N/A
2008-09-23,1360210,2170200,#N/A N/A,169.8833,#N/A N/A
2008-09-24,1357230,2165450,#N/A N/A,169.5657,#N/A N/A
2008-09-25,1394850,2225480,#N/A N/A,169.3461,#N/A N/A
2008-09-26,1412490,2254130,#N/A N/A,168.7794,#N/A N/A
2008-09-29,1312010,2093880,#N/A N/A,169.4358,#N/A N/A
2008-09-30,1391880,2221350,#N/A N/A,172.3665,#N/A N/A
2008-10-01,1387300,2214370,#N/A N/A,172.1195,#N/A N/A
2008-10-02,1363650,2177010,#N/A N/A,172.5929,#N/A N/A
2008-10-03,1340350,2139850,#N/A N/A,172.62,#N/A N/A
2008-10-06,1377490,2199190,#N/A N/A,172.0607,#N/A N/A
2008-10-07,1314830,2099160,#N/A N/A,174.0631,#N/A N/A
2008-10-08,1400880,2237760,#N/A N/A,173.8658,#N/A N/A
2008-10-09,1247950,1993500,#N/A N/A,176.827,#N/A N/A
2008-10-10,1168400,1866600,#N/A N/A,177.8235,#N/A N/A
2008-10-13,1227100,1960380,#N/A N/A,176.8304,#N/A N/A
2008-10-14,1186420,1895410,#N/A N/A,176.7582,#N/A N/A
2008-10-15,1124270,1796300,#N/A N/A,176.9232,#N/A N/A
2008-10-16,1273160,2034260,#N/A N/A,175.1698,#N/A N/A
2008-10-17,1212840,1937910,#N/A N/A,177.1595,#N/A N/A
2008-10-20,1295800,2070470,#N/A N/A,176.2737,#N/A N/A
2008-10-21,1299810,2076880,#N/A N/A,176.1801,#N/A N/A
2008-10-22,1282980,2050440,#N/A N/A,178.0281,#N/A N/A
2008-10-23,1264030,2020210,#N/A N/A,177.2281,#N/A N/A
2008-10-24,1245850,1991160,#N/A N/A,177.1345,#N/A N/A
2008-10-27,1246490,1992200,#N/A N/A,179.8021,#N/A N/A
2008-10-28,1352680,2161920,#N/A N/A,178.5866,#N/A N/A
2008-10-29,1319800,2109670,#N/A N/A,175.6177,#N/A N/A
2008-10-30,1229770,1966120,#N/A N/A,175.4369,#N/A N/A
2008-10-31,1304430,2085480,#N/A N/A,176.2216,#N/A N/A
2008-11-03,1218340,1947870,#N/A N/A,175.6318,#N/A N/A
2008-11-04,1250430,1999190,#N/A N/A,176.1881,#N/A N/A
2008-11-05,1216020,1945350,#N/A N/A,177.3223,#N/A N/A
2008-11-06,1225920,1961730,#N/A N/A,178.5948,#N/A N/A
2008-11-07,1222390,1956770,#N/A N/A,177.5575,#N/A N/A
2008-11-10,1234430,1976310,#N/A N/A,175.4008,#N/A N/A
2008-11-11,1198960,1919530,#N/A N/A,175.5611,#N/A N/A
2008-11-12,1158790,1856060,#N/A N/A,175.9654,#N/A N/A
2008-11-13,1283560,2056150,#N/A N/A,172.6276,#N/A N/A
2008-11-14,1245970,1996300,#N/A N/A,170.3867,#N/A N/A
2008-11-17,1214230,1945540,#N/A N/A,172.3917,#N/A N/A
2008-11-18,1237000,1982410,#N/A N/A,170.6014,#N/A N/A
2008-11-19,1190870,1908690,#N/A N/A,172.259,#N/A N/A
2008-11-20,1132230,1814790,#N/A N/A,172.3313,#N/A N/A
2008-11-21,1180270,1892180,#N/A N/A,173.5442,#N/A N/A
2008-11-24,1246200,1997920,#N/A N/A,172.667,#N/A N/A
2008-11-25,1285660,2061500,#N/A N/A,172.7203,#N/A N/A
2008-11-26,1308890,2099550,#N/A N/A,174.3412,#N/A N/A
2008-11-27,1308890,2099550,#N/A N/A,174.3904,#N/A N/A
2008-11-28,1316570,2111950,#N/A N/A,174.2476,#N/A N/A
2008-12-01,1206070,1934820,#N/A N/A,176.0915,#N/A N/A
2008-12-02,1240980,1990980,#N/A N/A,177.5565,#N/A N/A
2008-12-03,1259480,2021730,#N/A N/A,179.3701,#N/A N/A
2008-12-04,1254560,2013920,#N/A N/A,178.543,#N/A N/A
2008-12-05,1292860,2075440,#N/A N/A,180.7119,#N/A N/A
2008-12-08,1316640,2113970,#N/A N/A,180.3318,#N/A N/A
2008-12-09,1271140,2040980,#N/A N/A,180.6474,#N/A N/A
2008-12-10,1239650,1990630,#N/A N/A,180.7428,#N/A N/A
2008-12-11,1174540,1886600,#N/A N/A,183.6961,#N/A N/A
2008-12-12,1207430,1939440,#N/A N/A,184.7407,#N/A N/A
2008-12-15,1190380,1912140,#N/A N/A,185.189,#N/A N/A
2008-12-16,1226860,1970750,#N/A N/A,186.5222,#N/A N/A
2008-12-17,1176880,1890550,#N/A N/A,187.0392,#N/A N/A
2008-12-18,1146700,1842160,#N/A N/A,187.9113,#N/A N/A
2008-12-19,1159780,1863190,#N/A N/A,188.7172,#N/A N/A
2008-12-22,1153220,1852820,#N/A N/A,188.3918,#N/A N/A
2008-12-23,1166810,1875050,#N/A N/A,188.5758,#N/A N/A
2008-12-24,1131420,1819020,#N/A N/A,189.4899,#N/A N/A
2008-12-25,1131420,1819020,#N/A N/A,189.5137,#N/A N/A
2008-12-26,1152530,1852960,#N/A N/A,190.1676,#N/A N/A
2008-12-29,1107730,1781510,#N/A N/A,190.7555,#N/A N/A
2008-12-30,1153820,1856000,#N/A N/A,192.9196,#N/A N/A
2008-12-31,1137690,1830100,#N/A N/A,192.9426,#N/A N/A
2009-01-01,1137690,1830100,#N/A N/A,192.9656,#N/A N/A
2009-01-02,1231840,1981900,#N/A N/A,192.7905,#N/A N/A
2009-01-05,1219110,1961480,#N/A N/A,193.5296,#N/A N/A
2009-01-06,1216540,1957330,#N/A N/A,193.3649,#N/A N/A
2009-01-07,1191790,1918620,#N/A N/A,191.8422,#N/A N/A
2009-01-08,1207670,1944260,#N/A N/A,194.3543,#N/A N/A
2009-01-09,1195520,1924710,#N/A N/A,191.889,#N/A N/A
2009-01-12,1189430,1914910,#N/A N/A,191.4407,#N/A N/A
2009-01-13,1168700,1881670,#N/A N/A,191.9827,#N/A N/A
2009-01-14,1144570,1842990,#N/A N/A,193.291,#N/A N/A
2009-01-15,1171110,1885790,#N/A N/A,190.8072,#N/A N/A
2009-01-16,1164240,1874730,#N/A N/A,189.96,#N/A N/A
2009-01-19,1164240,1874730,#N/A N/A,191.5405,#N/A N/A
2009-01-20,1102350,1775090,#N/A N/A,190.1696,#N/A N/A
2009-01-21,1155190,1860600,#N/A N/A,190.5856,#N/A N/A
2009-01-22,1146890,1847290,#N/A N/A,190.5376,#N/A N/A
2009-01-23,1176820,1895500,#N/A N/A,190.8917,#N/A N/A
2009-01-26,1168340,1881850,#N/A N/A,190.9634,#N/A N/A
2009-01-27,1173290,1889830,#N/A N/A,190.9873,#N/A N/A
2009-01-28,1187890,1913570,#N/A N/A,191.0084,#N/A N/A
2009-01-29,1168390,1882290,#N/A N/A,190.3266,#N/A N/A
2009-01-30,1151860,1855660,#N/A N/A,188.5421,#N/A N/A
2009-02-02,1155930,1862240,#N/A N/A,184.5125,#N/A N/A
2009-02-03,1160910,1870300,#N/A N/A,182.9735,#N/A N/A
2009-02-04,1144480,1845200,#N/A N/A,182.8303,#N/A N/A
2009-02-05,1159010,1868740,#N/A N/A,181.6531,#N/A N/A
2009-02-06,1193850,1925690,#N/A N/A,182.2802,#N/A N/A
2009-02-09,1202510,1939750,#N/A N/A,181.9631,#N/A N/A
2009-02-10,1158690,1869090,#N/A N/A,181.8095,#N/A N/A
2009-02-11,1164250,1878900,#N/A N/A,182.6596,#N/A N/A
2009-02-12,1181540,1907230,#N/A N/A,183.2757,#N/A N/A
2009-02-13,1164860,1880510,#N/A N/A,183.8937,#N/A N/A
2009-02-16,1164860,1880510,#N/A N/A,182.7009,#N/A N/A
2009-02-17,1148440,1854360,#N/A N/A,180.3777,#N/A N/A
2009-02-18,1164000,1879870,#N/A N/A,181.4476,#N/A N/A
2009-02-19,1154390,1865570,#N/A N/A,183.2306,#N/A N/A
2009-02-20,1166580,1885680,#N/A N/A,183.3698,#N/A N/A
2009-02-23,1112020,1797540,#N/A N/A,185.0142,#N/A N/A
2009-02-24,1172550,1895390,#N/A N/A,185.0403,#N/A N/A
2009-02-25,1159710,1875090,#N/A N/A,184.9526,#N/A N/A
2009-02-26,1139220,1842370,#N/A N/A,186.0746,#N/A N/A
2009-02-27,1127300,1823150,#N/A N/A,186.2258,#N/A N/A
2009-03-02,1100810,1780340,#N/A N/A,185.6916,#N/A N/A
2009-03-03,1080700,1747830,#N/A N/A,186.4843,#N/A N/A
2009-03-04,1105830,1789130,#N/A N/A,186.5234,#N/A N/A
2009-03-05,1070240,1731660,#N/A N/A,186.2823,#N/A N/A
2009-03-06,1055420,1708100,#N/A N/A,186.7927,#N/A N/A
2009-03-09,1045580,1692380,#N/A N/A,186.5363,#N/A N/A
2009-03-10,1078030,1745030,#N/A N/A,188.6096,#N/A N/A
2009-03-11,1074750,1740310,#N/A N/A,188.2028,#N/A N/A
2009-03-12,1120970,1815470,#N/A N/A,188.994,#N/A N/A
2009-03-13,1124090,1820570,#N/A N/A,188.4027,#N/A N/A
2009-03-16,1065730,1726090,#N/A N/A,187.4957,#N/A N/A
2009-03-17,1099470,1780770,#N/A N/A,189.0199,#N/A N/A
2009-03-18,1126940,1825330,#N/A N/A,188.6601,#N/A N/A
2009-03-19,1092440,1769450,#N/A N/A,190.4131,#N/A N/A
2009-03-20,1078770,1747340,#N/A N/A,189.8376,#N/A N/A
2009-03-23,1139890,1846730,#N/A N/A,187.9701,#N/A N/A
2009-03-24,1115110,1806630,#N/A N/A,187.2805,#N/A N/A
2009-03-25,1102240,1785790,#N/A N/A,187.578,#N/A N/A
2009-03-26,1109930,1798280,#N/A N/A,186.5723,#N/A N/A
2009-03-27,1102700,1786870,#N/A N/A,186.9534,#N/A N/A
2009-03-30,1103160,1787710,#N/A N/A,186.092,#N/A N/A
2009-03-31,1090880,1767820,#N/A N/A,185.8716,#N/A N/A
2009-04-01,1105240,1791420,#N/A N/A,186.7916,#N/A N/A
2009-04-02,1098690,1780910,#N/A N/A,187.3058,#N/A N/A
2009-04-03,1126070,1825320,#N/A N/A,187.0604,#N/A N/A
2009-04-06,1111880,1802420,#N/A N/A,186.1319,#N/A N/A
2009-04-07,1088910,1766330,#N/A N/A,186.2864,#N/A N/A
2009-04-08,1108140,1797580,#N/A N/A,187.1231,#N/A N/A
2009-04-09,1127490,1828980,#N/A N/A,187.5555,#N/A N/A
2009-04-10,1127490,1828980,#N/A N/A,187.217,#N/A N/A
2009-04-13,1135930,1842830,#N/A N/A,187.5385,#N/A N/A
2009-04-14,1112750,1805250,#N/A N/A,188.2848,#N/A N/A
2009-04-15,1134260,1840200,#N/A N/A,189.4125,#N/A N/A
2009-04-16,1153010,1870680,#N/A N/A,189.2682,#N/A N/A
2009-04-17,1160480,1882780,#N/A N/A,190.0417,#N/A N/A
2009-04-20,1131720,1836170,#N/A N/A,190.3255,#N/A N/A
2009-04-21,1148240,1862980,#N/A N/A,190.6003,#N/A N/A
2009-04-22,1136480,1844280,#N/A N/A,190.2775,#N/A N/A
2009-04-23,1144810,1857830,#N/A N/A,190.5526,#N/A N/A
2009-04-24,1146970,1861340,#N/A N/A,192.0912,#N/A N/A
2009-04-27,1156240,1876380,#N/A N/A,192.0362,#N/A N/A
2009-04-28,1155570,1875360,#N/A N/A,193.8806,#N/A N/A
2009-04-29,1149350,1865480,#N/A N/A,193.8129,#N/A N/A
2009-04-30,1119930,1817850,#N/A N/A,192.3295,#N/A N/A
2009-05-01,1126200,1828060,#N/A N/A,192.3533,#N/A N/A
2009-05-04,1146190,1860500,#N/A N/A,190.2886,#N/A N/A
2009-05-05,1143720,1856730,#N/A N/A,190.3131,#N/A N/A
2009-05-06,1165330,1892470,#N/A N/A,190.1468,#N/A N/A
2009-05-07,1134510,1842520,#N/A N/A,187.8289,#N/A N/A
2009-05-08,1155500,1876620,#N/A N/A,187.6153,#N/A N/A
2009-05-11,1139990,1852080,#N/A N/A,187.2985,#N/A N/A
2009-05-12,1123920,1826090,#N/A N/A,188.4009,#N/A N/A
2009-05-13,1104850,1795850,#N/A N/A,188.403,#N/A N/A
2009-05-14,1131690,1839710,#N/A N/A,189.09,#N/A N/A
2009-05-15,1114590,1812220,#N/A N/A,188.8225,#N/A N/A
2009-05-18,1132590,1841650,#N/A N/A,189.2154,#N/A N/A
2009-05-19,1129080,1836280,#N/A N/A,187.9904,#N/A N/A
2009-05-20,1117320,1817290,#N/A N/A,187.8931,#N/A N/A
2009-05-21,1110060,1806020,#N/A N/A,188.2865,#N/A N/A
2009-05-22,1106450,1800170,#N/A N/A,188.4223,#N/A N/A
2009-05-25,1106450,1800170,#N/A N/A,188.7378,#N/A N/A
2009-05-26,1149660,1870480,#N/A N/A,188.7631,#N/A N/A
2009-05-27,1145570,1864190,#N/A N/A,188.175,#N/A N/A
2009-05-28,1149180,1870380,#N/A N/A,187.103,#N/A N/A
2009-05-29,1152920,1876470,#N/A N/A,187.4911,#N/A N/A
2009-06-01,1165620,1897210,#N/A N/A,187.9001,#N/A N/A
2009-06-02,1167010,1899480,#N/A N/A,187.2418,#N/A N/A
2009-06-03,1155710,1881460,#N/A N/A,188.1304,#N/A N/A
2009-06-04,1175520,1914060,#N/A N/A,188.4762,#N/A N/A
2009-06-05,1175350,1913910,#N/A N/A,188.3034,#N/A N/A
2009-06-08,1184630,1929420,#N/A N/A,186.562,#N/A N/A
2009-06-09,1189590,1937590,#N/A N/A,186.4675,#N/A N/A
2009-06-10,1181550,1924590,#N/A N/A,186.1329,#N/A N/A
2009-06-11,1182290,1926300,#N/A N/A,184.2689,#N/A N/A
2009-06-12,1188860,1937070,#N/A N/A,185.1499,#N/A N/A
2009-06-15,1169780,1905980,#N/A N/A,185.3589,#N/A N/A
2009-06-16,1149420,1872820,#N/A N/A,185.8627,#N/A N/A
2009-06-17,1156280,1884030,#N/A N/A,186.2452,#N/A N/A
2009-06-18,1162870,1895030,#N/A N/A,187.1089,#N/A N/A
2009-06-19,1169890,1906480,#N/A N/A,187.0141,#N/A N/A
2009-06-22,1142200,1861640,#N/A N/A,186.7311,#N/A N/A
2009-06-23,1151440,1876730,#N/A N/A,187.2393,#N/A N/A
2009-06-24,1147980,1871140,#N/A N/A,187.5948,#N/A N/A
2009-06-25,1187370,1935350,#N/A N/A,187.0879,#N/A N/A
2009-06-26,1177580,1919790,#N/A N/A,187.7922,#N/A N/A
2009-06-29,1191490,1942530,#N/A N/A,188.5856,#N/A N/A
2009-06-30,1169700,1907180,#N/A N/A,188.1264,#N/A N/A
2009-07-01,1162930,1896350,#N/A N/A,189.2652,#N/A N/A
2009-07-02,1143880,1865330,#N/A N/A,189.6855,#N/A N/A
2009-07-03,1143880,1865330,#N/A N/A,189.711,#N/A N/A
2009-07-06,1144970,1867150,#N/A N/A,189.3464,#N/A N/A
2009-07-07,1123830,1832680,#N/A N/A,188.7274,#N/A N/A
2009-07-08,1122410,1831460,#N/A N/A,189.3601,#N/A N/A
2009-07-09,1126950,1838870,#N/A N/A,190.035,#N/A N/A
2009-07-10,1133770,1850000,#N/A N/A,190.8316,#N/A N/A
2009-07-13,1180720,1926820,#N/A N/A,190.2166,#N/A N/A
2009-07-14,1172790,1913880,#N/A N/A,189.7868,#N/A N/A
2009-07-15,1186460,1936250,#N/A N/A,189.0904,#N/A N/A
2009-07-16,1193520,1947840,#N/A N/A,188.9151,#N/A N/A
2009-07-17,1184400,1932970,#N/A N/A,187.7383,#N/A N/A
2009-07-20,1181300,1927910,#N/A N/A,186.398,#N/A N/A
2009-07-21,1196040,1951980,#N/A N/A,187.019,#N/A N/A
2009-07-22,1194530,1949870,#N/A N/A,186.5683,#N/A N/A
2009-07-23,1215190,1983620,#N/A N/A,187.7845,#N/A N/A
2009-07-24,1223640,1997410,#N/A N/A,187.9346,#N/A N/A
2009-07-27,1222020,1994780,#N/A N/A,187.9228,#N/A N/A
2009-07-28,1216060,1985030,#N/A N/A,187.7904,#N/A N/A
2009-07-29,1214640,1983000,#N/A N/A,187.8168,#N/A N/A
2009-07-30,1214690,1983310,#N/A N/A,188.203,#N/A N/A
2009-07-31,1207390,1971370,#N/A N/A,187.2312,#N/A N/A
2009-08-03,1219690,1991480,#N/A N/A,186.6401,#N/A N/A
2009-08-04,1227290,2003930,#N/A N/A,186.7858,#N/A N/A
2009-08-05,1227810,2005470,#N/A N/A,186.4276,#N/A N/A
2009-08-06,1218930,1991230,#N/A N/A,186.1054,#N/A N/A
2009-08-07,1235560,2018430,#N/A N/A,186.4815,#N/A N/A
2009-08-10,1237450,2021580,#N/A N/A,186.1303,#N/A N/A
2009-08-11,1237640,2022490,#N/A N/A,186.1975,#N/A N/A
2009-08-12,1249060,2041890,#N/A N/A,185.9898,#N/A N/A
2009-08-13,1248190,2040600,#N/A N/A,185.6353,#N/A N/A
2009-08-14,1243970,2033700,#N/A N/A,185.1996,#N/A N/A
2009-08-17,1241710,2030450,#N/A N/A,186.0578,#N/A N/A
2009-08-18,1241030,2029690,#N/A N/A,185.7331,#N/A N/A
2009-08-19,1249470,2043760,#N/A N/A,186.8184,#N/A N/A
2009-08-20,1255940,2054460,#N/A N/A,186.2545,#N/A N/A
2009-08-21,1281100,2096000,#N/A N/A,186.793,#N/A N/A
2009-08-24,1275300,2086520,#N/A N/A,185.8542,#N/A N/A
2009-08-25,1284720,2101950,#N/A N/A,186.5082,#N/A N/A
2009-08-26,1284440,2101680,#N/A N/A,186.6996,#N/A N/A
2009-08-27,1286000,2104480,#N/A N/A,187.1883,#N/A N/A
2009-08-28,1278650,2092770,#N/A N/A,186.7812,#N/A N/A
2009-08-31,1274910,2086730,#N/A N/A,186.5103,#N/A N/A
2009-09-01,1245140,2038080,#N/A N/A,186.6986,#N/A N/A
2009-09-02,1243190,2035420,#N/A N/A,187.4721,#N/A N/A
2009-09-03,1250240,2047110,#N/A N/A,187.8871,#N/A N/A
2009-09-04,1259380,2062200,#N/A N/A,187.9134,#N/A N/A
2009-09-07,1259380,2062200,#N/A N/A,187.6394,#N/A N/A
2009-09-08,1253330,2052630,#N/A N/A,187.9026,#N/A N/A
2009-09-09,1267740,2076330,#N/A N/A,188.0437,#N/A N/A
2009-09-10,1279280,2095260,#N/A N/A,186.5908,#N/A N/A
2009-09-11,1274010,2087050,#N/A N/A,187.1061,#N/A N/A
2009-09-14,1282970,2101780,#N/A N/A,187.062,#N/A N/A
2009-09-15,1276420,2091070,#N/A N/A,187.4657,#N/A N/A
2009-09-16,1290660,2114450,#N/A N/A,187.8321,#N/A N/A
2009-09-17,1287210,2109100,#N/A N/A,188.3032,#N/A N/A
2009-09-18,1289540,2112940,#N/A N/A,188.6459,#N/A N/A
2009-09-21,1285570,2106450,#N/A N/A,187.9685,#N/A N/A
2009-09-22,1289960,2113690,#N/A N/A,187.7455,#N/A N/A
2009-09-23,1268530,2078600,#N/A N/A,188.1459,#N/A N/A
2009-09-24,1254090,2055200,#N/A N/A,188.2444,#N/A N/A
2009-09-25,1243730,2038230,#N/A N/A,188.3976,#N/A N/A
2009-09-28,1267760,2077980,#N/A N/A,188.353,#N/A N/A
2009-09-29,1261430,2067660,#N/A N/A,188.1282,#N/A N/A
2009-09-30,1242700,2037150,#N/A N/A,188.6535,#N/A N/A
2009-10-01,1217770,1996310,#N/A N/A,188.9285,#N/A N/A
2009-10-02,1205650,1976500,#N/A N/A,188.9554,#N/A N/A
2009-10-05,1219830,1999800,#N/A N/A,189.35,#N/A N/A
2009-10-06,1231330,2018680,#N/A N/A,188.4828,#N/A N/A
2009-10-07,1240020,2033980,#N/A N/A,188.8271,#N/A N/A
2009-10-08,1242560,2038170,#N/A N/A,188.916,#N/A N/A
2009-10-09,1253430,2056040,#N/A N/A,189.8174,#N/A N/A
2009-10-12,1258870,2064970,#N/A N/A,188.6435,#N/A N/A
2009-10-13,1255850,2060150,#N/A N/A,188.4322,#N/A N/A
2009-10-14,1262650,2071390,#N/A N/A,188.4602,#N/A N/A
2009-10-15,1271180,2085390,#N/A N/A,187.994,#N/A N/A
2009-10-16,1281290,2101960,#N/A N/A,186.9051,#N/A N/A
2009-10-19,1282360,2103710,#N/A N/A,186.9241,#N/A N/A
2009-10-20,1292940,2121120,#N/A N/A,187.0003,#N/A N/A
2009-10-21,1275950,2093530,#N/A N/A,187.0335,#N/A N/A
2009-10-22,1302580,2137390,#N/A N/A,186.8132,#N/A N/A
2009-10-23,1273150,2089090,#N/A N/A,186.2803,#N/A N/A
2009-10-26,1261110,2069350,#N/A N/A,186.0415,#N/A N/A
2009-10-27,1269060,2082390,#N/A N/A,187.1765,#N/A N/A
2009-10-28,1250010,2051430,#N/A N/A,187.6437,#N/A N/A
2009-10-29,1264300,2075040,#N/A N/A,188.7112,#N/A N/A
2009-10-30,1231570,2021330,#N/A N/A,188.7387,#N/A N/A
2009-11-02,1236430,2029330,#N/A N/A,189.0716,#N/A N/A
2009-11-03,1242940,2040010,#N/A N/A,189.1507,#N/A N/A
2009-11-04,1227540,2015460,#N/A N/A,188.6737,#N/A N/A
2009-11-05,1255800,2062070,#N/A N/A,188.7011,#N/A N/A
2009-11-06,1247230,2048280,#N/A N/A,188.415,#N/A N/A
2009-11-09,1261690,2072530,#N/A N/A,188.1832,#N/A N/A
2009-11-10,1270390,2087340,#N/A N/A,188.3369,#N/A N/A
2009-11-11,1269710,2086230,#N/A N/A,188.7793,#N/A N/A
2009-11-12,1263150,2075740,#N/A N/A,189.7991,#N/A N/A
2009-11-13,1264940,2078690,#N/A N/A,189.7085,#N/A N/A
2009-11-16,1281130,2105720,#N/A N/A,188.8075,#N/A N/A
2009-11-17,1283730,2110240,#N/A N/A,189.5986,#N/A N/A
2009-11-18,1280180,2104740,#N/A N/A,189.4963,#N/A N/A
2009-11-19,1274080,2094710,#N/A N/A,190.2699,#N/A N/A
2009-11-20,1269440,2087450,#N/A N/A,190.4258,#N/A N/A
2009-11-23,1273840,2094770,#N/A N/A,189.8869,#N/A N/A
2009-11-24,1279460,2104150,#N/A N/A,190.2898,#N/A N/A
2009-11-25,1280720,2106510,#N/A N/A,190.6216,#N/A N/A
2009-11-26,1280720,2106510,#N/A N/A,191.0258,#N/A N/A
2009-11-27,1277150,2101150,#N/A N/A,192.057,#N/A N/A
2009-11-30,1277720,2102290,#N/A N/A,191.8837,#N/A N/A
2009-12-01,1283120,2111270,#N/A N/A,192.3406,#N/A N/A
2009-12-02,1280000,2106420,#N/A N/A,191.41,#N/A N/A
2009-12-03,1266070,2083550,#N/A N/A,191.689,#N/A N/A
2009-12-04,1278840,2104590,#N/A N/A,191.9584,#N/A N/A
